"State...1","County","Average Income","Percent_COPD","Male 18-44","Male 45-64","Male 65+","Female 18-44","Female 45-64","Female 65+","Poverty","Encoded_Poverty","Unemployed","State...22","Area_Name","Male_Total","Female_Total","AQI","Average_Income","Income_Level","Unemployed_Level"
"Arkansas","Lee",40569,10,6,10.3,15.1,7.1,11.6,16.4,1692,"Low",232,"AR","Lee County, AR",31.4,35.1,44.279257151,40569,"Medium","Very Low"
"Arkansas","Lincoln",39109,8.4,6,10.3,15.1,7.1,11.6,16.4,1705,"Low",352,"AR","Lincoln County, AR",31.4,35.1,44.279257151,39109,"Medium","Low"
"Arkansas","Little River",33059,7.6,6,10.3,15.1,7.1,11.6,16.4,1366,"Low",583,"AR","Little River County, AR",31.4,35.1,44.279257151,33059,"Medium","Low"
"Arkansas","Logan",29553,8.5,6,10.3,15.1,7.1,11.6,16.4,4437,"Low",1890,"AR","Logan County, AR",31.4,35.1,44.279257151,29553,"Low","Moderate"
"Arkansas","Lonoke",38061,7.1,6,10.3,15.1,7.1,11.6,16.4,1500,"Low",293,"AR","Lonoke County, AR",31.4,35.1,44.279257151,38061,"Medium","Very Low"
"Arkansas","Madison",35622,8.8,6,10.3,15.1,7.1,11.6,16.4,5623,"Low",408,"AR","Madison County, AR",31.4,35.1,44.279257151,35622,"Medium","Low"
"Arkansas","Marion",45170,8.7,6,10.3,15.1,7.1,11.6,16.4,1844,"Low",1349,"AR","Marion County, AR",31.4,35.1,44.279257151,45170,"Medium","Moderate"
"Arkansas","Miller",35138,8.5,6,10.3,15.1,7.1,11.6,16.4,4948,"Low",1579,"AR","Miller County, AR",31.4,35.1,44.279257151,35138,"Medium","Moderate"
"Arkansas","Mississippi",33807,8.8,6,10.3,15.1,7.1,11.6,16.4,3697,"Low",183,"AR","Mississippi County, AR",31.4,35.1,44.279257151,33807,"Medium","Very Low"
"Arkansas","Monroe",37613,9.1,6,10.3,15.1,7.1,11.6,16.4,10897,"Medium",207,"AR","Monroe County, AR",31.4,35.1,44.279257151,37613,"Medium","Very Low"
"Arkansas","Montgomery",37870,9.3,6,10.3,15.1,7.1,11.6,16.4,1257,"Low",211,"AR","Montgomery County, AR",31.4,35.1,44.279257151,37870,"Medium","Very Low"
"Arkansas","Nevada",39376,8.5,6,10.3,15.1,7.1,11.6,16.4,68564,"High",164,"AR","Nevada County, AR",31.4,35.1,44.279257151,39376,"Medium","Very Low"
"Arkansas","Newton",34862,8,6,10.3,15.1,7.1,11.6,16.4,3141,"Low",601,"AR","Newton County, AR",31.4,35.1,44.281735651,34862,"Medium","Low"
"Arkansas","Ouachita",35352,8.6,6,10.3,15.1,7.1,11.6,16.4,6108,"Low",234,"AR","Ouachita County, AR",31.4,35.1,44.279257151,35352,"Medium","Very Low"
"Arkansas","Perry",35535,8.1,6,10.3,15.1,7.1,11.6,16.4,10572,"Medium",584,"AR","Perry County, AR",31.4,35.1,44.279257151,35535,"Medium","Low"
"Arkansas","Phillips",43455,9.8,6,10.3,15.1,7.1,11.6,16.4,1681,"Low",255,"AR","Phillips County, AR",31.4,35.1,44.279257151,43455,"Medium","Very Low"
"Arkansas","Pike",40629,8.2,6,10.3,15.1,7.1,11.6,16.4,1633,"Low",551,"AR","Pike County, AR",31.4,35.1,44.279257151,40629,"Medium","Low"
"Arkansas","Poinsett",40166,9.7,6,10.3,15.1,7.1,11.6,16.4,24574,"Medium",540,"AR","Poinsett County, AR",31.4,35.1,44.279257151,40166,"Medium","Low"
"Arkansas","Polk",35391,8.8,6,10.3,15.1,7.1,11.6,16.4,2854,"Low",1664,"AR","Polk County, AR",31.4,35.1,44.01098883,35391,"Medium","Moderate"
"Arkansas","Pope",39122,8.2,6,10.3,15.1,7.1,11.6,16.4,3181,"Low",195,"AR","Pope County, AR",31.4,35.1,44.279257151,39122,"Medium","Very Low"
"Arkansas","Prairie",33975,7.7,6,10.3,15.1,7.1,11.6,16.4,2567,"Low",14196,"AR","Prairie County, AR",31.4,35.1,44.279257151,33975,"Medium","Very High"
"Arkansas","Pulaski",37783,6.5,6,10.3,15.1,7.1,11.6,16.4,6726,"Low",446,"AR","Pulaski County, AR",31.4,35.1,43.83531497,37783,"Medium","Low"
"Arkansas","Randolph",40890,9.5,6,10.3,15.1,7.1,11.6,16.4,152654,"High",639,"AR","Randolph County, AR",31.4,35.1,44.279257151,40890,"Medium","Low"
"Arkansas","St. Francis",55665,9.7,6,10.3,15.1,7.1,11.6,16.4,194,"Very Low",2995,"AR","St. Francis County, AR",31.4,35.1,44.279257151,55665,"Medium","High"
"Arkansas","Saline",37003,6.4,6,10.3,15.1,7.1,11.6,16.4,4104,"Low",196,"AR","Saline County, AR",31.4,35.1,44.279257151,37003,"Medium","Very Low"
"Arkansas","Scott",33567,8.7,6,10.3,15.1,7.1,11.6,16.4,33874,"Medium",186,"AR","Scott County, AR",31.4,35.1,44.279257151,33567,"Medium","Very Low"
"Arkansas","Searcy",47277,10,6,10.3,15.1,7.1,11.6,16.4,6198,"Low",3395,"AR","Searcy County, AR",31.4,35.1,44.279257151,47277,"Medium","High"
"Arkansas","Sebastian",33922,7.8,6,10.3,15.1,7.1,11.6,16.4,2466,"Low",326,"AR","Sebastian County, AR",31.4,35.1,44.279257151,33922,"Medium","Low"
"Arkansas","Sevier",31550,8.8,6,10.3,15.1,7.1,11.6,16.4,100948,"High",413,"AR","Sevier County, AR",31.4,35.1,44.279257151,31550,"Medium","Low"
"Arkansas","Sharp",45266,9.9,6,10.3,15.1,7.1,11.6,16.4,5368,"Low",331,"AR","Sharp County, AR",31.4,35.1,44.279257151,45266,"Medium","Low"
"Arkansas","Stone",35628,10.2,6,10.3,15.1,7.1,11.6,16.4,16839,"Medium",1315,"AR","Stone County, AR",31.4,35.1,44.279257151,35628,"Medium","Moderate"
"Arkansas","Union",37085,7.8,6,10.3,15.1,7.1,11.6,16.4,193449,"High",416,"AR","Union County, AR",31.4,35.1,45.04030433,37085,"Medium","Low"
"Arkansas","Van Buren",34072,9.2,6,10.3,15.1,7.1,11.6,16.4,4397,"Low",5899,"AR","Van Buren County, AR",31.4,35.1,44.279257151,34072,"Medium","High"
"Arkansas","Washington",50523,7,6,10.3,15.1,7.1,11.6,16.4,25781,"Medium",2153,"AR","Washington County, AR",31.4,35.1,42.64575608,50523,"Medium","Moderate"
"Arkansas","White",35851,8.3,6,10.3,15.1,7.1,11.6,16.4,29738,"Medium",166,"AR","White County, AR",31.4,35.1,44.279257151,35851,"Medium","Very Low"
"Arkansas","Woodruff",44883,9,6,10.3,15.1,7.1,11.6,16.4,2382,"Low",409,"AR","Woodruff County, AR",31.4,35.1,44.279257151,44883,"Medium","Low"
"Arkansas","Yell",40817,8.7,6,10.3,15.1,7.1,11.6,16.4,164169,"High",356,NA,NA,31.4,35.1,44.279257151,40817,"Medium","Low"
"California","Alameda",45716,3.7,6,10.3,15.1,7.1,11.6,16.4,24295,"Medium",60,"CA","Alameda County, CA",31.4,35.1,58.228255877,45716,"Medium","Very Low"
"California","Alpine",36843,5.5,6,10.3,15.1,7.1,11.6,16.4,11196,"Medium",1360,"CA","Alpine County, CA",31.4,35.1,56.124379371,36843,"Medium","Moderate"
"California","Amador",87561,5.8,6,10.3,15.1,7.1,11.6,16.4,4805,"Low",8750,"CA","Amador County, CA",31.4,35.1,56.120998657,87561,"High","Very High"
"California","Butte",74088,6.6,6,10.3,15.1,7.1,11.6,16.4,31044,"Medium",1670,"CA","Butte County, CA",31.4,35.1,50.376761586,74088,"High","Moderate"
"California","Calaveras",47359,6.5,6,10.3,15.1,7.1,11.6,16.4,19734,"Medium",1750,"CA","Calaveras County, CA",31.4,35.1,47.359150349,47359,"Medium","Moderate"
"California","Colusa",51308,6.3,6,10.3,15.1,7.1,11.6,16.4,2387,"Low",49285,"CA","Colusa County, CA",31.4,35.1,55.745556036,51308,"Medium","Very High"
"California","Contra Costa",54090,4.2,6,10.3,15.1,7.1,11.6,16.4,14539,"Medium",912,"CA","Contra Costa County, CA",31.4,35.1,54.368891372,54090,"Medium","Moderate"
"California","Del Norte",56086,7.6,6,10.3,15.1,7.1,11.6,16.4,61359,"High",7708,"CA","Del Norte County, CA",31.4,35.1,56.124379371,56086,"Medium","Very High"
"California","El Dorado",86359,5,6,10.3,15.1,7.1,11.6,16.4,1688,"Low",52035,"CA","El Dorado County, CA",31.4,35.1,54.16398329,86359,"High","Very High"
"California","Fresno",41477,6.1,6,10.3,15.1,7.1,11.6,16.4,1278,"Low",1151,"CA","Fresno County, CA",31.4,35.1,49.158699433,41477,"Medium","Moderate"
"California","Glenn",74197,6.9,6,10.3,15.1,7.1,11.6,16.4,50725,"High",5114,"CA","Glenn County, CA",31.4,35.1,49.030139707,74197,"High","High"
"California","Humboldt",48095,6.9,6,10.3,15.1,7.1,11.6,16.4,11814,"Medium",16222,"CA","Humboldt County, CA",31.4,35.1,63.649699441,48095,"Medium","Very High"
"California","Imperial",49494,5.9,6,10.3,15.1,7.1,11.6,16.4,12141,"Medium",665,"CA","Imperial County, CA",31.4,35.1,86.048611897,49494,"Medium","Low"
"California","Inyo",50271,5.5,6,10.3,15.1,7.1,11.6,16.4,309402,"Very High",49672,"CA","Inyo County, CA",31.4,35.1,45.645018189,50271,"Medium","Very High"
"California","Kern",45565,6.7,6,10.3,15.1,7.1,11.6,16.4,26816,"Medium",6772,"CA","Kern County, CA",31.4,35.1,54.771789404,45565,"Medium","High"
"California","Kings",59712,6.4,6,10.3,15.1,7.1,11.6,16.4,2545,"Low",2784,"CA","Kings County, CA",31.4,35.1,71.134148127,59712,"Medium","High"
"California","Lake",44490,7.2,6,10.3,15.1,7.1,11.6,16.4,282068,"Very High",696,"CA","Lake County, CA",31.4,35.1,45.750541456,44490,"Medium","Low"
"California","Lassen",41185,7.2,6,10.3,15.1,7.1,11.6,16.4,203413,"Very High",609830,"CA","Lassen County, CA",31.4,35.1,56.124379371,41185,"Medium","Very High"
"California","Los Angeles",44016,4.7,6,10.3,15.1,7.1,11.6,16.4,5899,"Low",6901,"CA","Los Angeles County, CA",31.4,35.1,67.059425962,44016,"Medium","High"
"California","Madera",38061,6.8,6,10.3,15.1,7.1,11.6,16.4,285474,"Very High",8888,"CA","Madera County, CA",31.4,35.1,56.124379371,38061,"Medium","Very High"
"California","Marin",67383,4.1,6,10.3,15.1,7.1,11.6,16.4,340522,"Very High",803,"CA","Marin County, CA",31.4,35.1,52.005555607,67383,"High","Moderate"
"California","Mariposa",44394,6.2,6,10.3,15.1,7.1,11.6,16.4,90898,"High",3384,"CA","Mariposa County, CA",31.4,35.1,49.638595207,44394,"Medium","High"
"California","Mendocino",144658,6.5,6,10.3,15.1,7.1,11.6,16.4,95382,"High",14508,"CA","Mendocino County, CA",31.4,35.1,59.105694349,144658,"High","Very High"
"California","Merced",57215,6.4,6,10.3,15.1,7.1,11.6,16.4,35120,"Medium",280,"CA","Merced County, CA",31.4,35.1,56.124379371,57215,"Medium","Very Low"
"California","Modoc",52477,7.4,6,10.3,15.1,7.1,11.6,16.4,49900,"Medium",953,"CA","Modoc County, CA",31.4,35.1,56.124379371,52477,"Medium","Moderate"
"California","Mono",44163,5.4,6,10.3,15.1,7.1,11.6,16.4,65029,"High",23930,"CA","Mono County, CA",31.4,35.1,76.240981722,44163,"Medium","Very High"
"California","Monterey",53072,5.5,6,10.3,15.1,7.1,11.6,16.4,128955,"High",6173,"CA","Monterey County, CA",31.4,35.1,46.126773652,53072,"Medium","High"
"California","Napa",60401,4.8,6,10.3,15.1,7.1,11.6,16.4,27132,"Medium",3808,"CA","Napa County, CA",31.4,35.1,56.124379371,60401,"High","High"
"California","Nevada",60216,5.4,6,10.3,15.1,7.1,11.6,16.4,25141,"Medium",139895,"CA","Nevada County, CA",31.4,35.1,54.832772335,60216,"High","Very High"
"California","Orange",81905,4.3,6,10.3,15.1,7.1,11.6,16.4,398,"Very Low",13970,"CA","Orange County, CA",31.4,35.1,63.774283924,81905,"High","Very High"
"California","Placer",66471,4.5,6,10.3,15.1,7.1,11.6,16.4,7301,"Low",844,"CA","Placer County, CA",31.4,35.1,48.393354465,66471,"High","Moderate"
"California","Plumas",75572,6.1,6,10.3,15.1,7.1,11.6,16.4,44037,"Medium",113040,"CA","Plumas County, CA",31.4,35.1,63.007489399,75572,"High","Very High"
"California","Riverside",74046,5.3,6,10.3,15.1,7.1,11.6,16.4,43661,"Medium",67363,"CA","Riverside County, CA",31.4,35.1,110.725288077,74046,"High","Very High"
"California","Sacramento",54643,5.3,6,10.3,15.1,7.1,11.6,16.4,76921,"High",3230,"CA","Sacramento County, CA",31.4,35.1,48.764299817,54643,"Medium","High"
"California","San Benito",48265,4.7,6,10.3,15.1,7.1,11.6,16.4,15224,"Medium",93828,"CA","San Benito County, CA",31.4,35.1,47.376424099,48265,"Medium","Very High"
"California","San Bernardino",57243,5.6,6,10.3,15.1,7.1,11.6,16.4,10107,"Medium",145402,"CA","San Bernardino County, CA",31.4,35.1,72.705539557,57243,"Medium","Very High"
"California","San Diego",59893,4.7,6,10.3,15.1,7.1,11.6,16.4,51680,"High",44466,"CA","San Diego County, CA",31.4,35.1,50.434554202,59893,"Medium","Very High"
"California","San Francisco",45968,3.6,6,10.3,15.1,7.1,11.6,16.4,2887,"Low",38533,"CA","San Francisco County/city, CA",31.4,35.1,54.652599821,45968,"Medium","Very High"
"California","San Joaquin",67536,5.6,6,10.3,15.1,7.1,11.6,16.4,56744,"High",10491,"CA","San Joaquin County, CA",31.4,35.1,62.315725836,67536,"High","Very High"
"California","San Luis Obispo",134758,5.2,6,10.3,15.1,7.1,11.6,16.4,1556,"Low",30415,"CA","San Luis Obispo County, CA",31.4,35.1,46.442294088,134758,"High","Very High"
"California","San Mateo",51317,3.5,6,10.3,15.1,7.1,11.6,16.4,697,"Very Low",17823,"CA","San Mateo County, CA",31.4,35.1,56.840131429,51317,"Medium","Very High"
"California","Santa Barbara",63024,5.3,6,10.3,15.1,7.1,11.6,16.4,1284,"Low",73117,"CA","Santa Barbara County, CA",31.4,35.1,41.233024652,63024,"High","Very High"
"California","Santa Clara",141882,3.3,6,10.3,15.1,7.1,11.6,16.4,34103,"Medium",13123,"CA","Santa Clara County, CA",31.4,35.1,58.508658652,141882,"High","Very High"
"California","Santa Cruz",68801,5.1,6,10.3,15.1,7.1,11.6,16.4,3680,"Low",6540,"CA","Santa Cruz County, CA",31.4,35.1,54.095037549,68801,"High","High"
"California","Shasta",124637,6.5,6,10.3,15.1,7.1,11.6,16.4,1952,"Low",107,"CA","Shasta County, CA",31.4,35.1,50.494642452,124637,"High","Very Low"
"California","Sierra",78299,5.8,6,10.3,15.1,7.1,11.6,16.4,215,"Very Low",1703,"CA","Sierra County, CA",31.4,35.1,56.124379371,78299,"High","Moderate"
"California","Siskiyou",51246,7,6,10.3,15.1,7.1,11.6,16.4,712,"Very Low",19735,"CA","Siskiyou County, CA",31.4,35.1,56.600319406,51246,"Medium","Very High"
"California","Solano",45192,4.8,6,10.3,15.1,7.1,11.6,16.4,1268,"Low",19800,"CA","Solano County, CA",31.4,35.1,48.531522238,45192,"Medium","Very High"
"California","Sonoma",49301,5.1,6,10.3,15.1,7.1,11.6,16.4,835,"Very Low",26621,"CA","Sonoma County, CA",31.4,35.1,41.560629788,49301,"Medium","Very High"
"California","Stanislaus",57029,6.1,6,10.3,15.1,7.1,11.6,16.4,1241,"Low",5181,"CA","Stanislaus County, CA",31.4,35.1,57.328152783,57029,"Medium","High"
"California","Sutter",71866,6,6,10.3,15.1,7.1,11.6,16.4,519,"Very Low",2338,"CA","Sutter County, CA",31.4,35.1,52.074875504,71866,"High","High"
"California","Tehama",48532,7.3,6,10.3,15.1,7.1,11.6,16.4,4325,"Low",374,"CA","Tehama County, CA",31.4,35.1,43.275584652,48532,"Medium","Low"
"California","Trinity",49536,7.9,6,10.3,15.1,7.1,11.6,16.4,82086,"High",27298,"CA","Trinity County, CA",31.4,35.1,56.124379371,49536,"Medium","Very High"
"California","Tulare",44883,6.7,6,10.3,15.1,7.1,11.6,16.4,332,"Very Low",2145,"CA","Tulare County, CA",31.4,35.1,60.90978504,44883,"Medium","Moderate"
"California","Tuolumne",33472,5.8,6,10.3,15.1,7.1,11.6,16.4,10490,"Medium",35908,"CA","Tuolumne County, CA",31.4,35.1,56.122940157,33472,"Medium","Very High"
"California","Ventura",45523,4.8,6,10.3,15.1,7.1,11.6,16.4,3922,"Low",8161,"CA","Ventura County, CA",31.4,35.1,52.524536977,45523,"Medium","Very High"
"California","Yolo",49653,5.2,6,10.3,15.1,7.1,11.6,16.4,1447,"Low",3279,"CA","Yolo County, CA",31.4,35.1,48.716471578,49653,"Medium","High"
"California","Yuba",68273,6.6,6,10.3,15.1,7.1,11.6,16.4,68718,"High",2438,NA,NA,31.4,35.1,56.124379371,68273,"High","High"
"Colorado","Adams",60305,5.5,6,10.3,15.1,7.1,11.6,16.4,6608,"Low",492,"CO","Adams County, CO",31.4,35.1,71.669701792,60305,"High","Low"
"Colorado","Alamosa",45680,6.5,6,10.3,15.1,7.1,11.6,16.4,5667,"Low",26428,"CO","Alamosa County, CO",31.4,35.1,47.184892294,45680,"Medium","Very High"
"Colorado","Arapahoe",48594,4.9,6,10.3,15.1,7.1,11.6,16.4,406,"Very Low",494,"CO","Arapahoe County, CO",31.4,35.1,46.819691612,48594,"Medium","Low"
"Colorado","Archuleta",40636,5.5,6,10.3,15.1,7.1,11.6,16.4,1135,"Low",46,"CO","Archuleta County, CO",31.4,35.1,52.563429925,40636,"Medium","Very Low"
"Colorado","Baca",69132,7.6,6,10.3,15.1,7.1,11.6,16.4,2016,"Low",71,"CO","Baca County, CO",31.4,35.1,47.184892294,69132,"High","Very Low"
"Colorado","Bent",50707,7.7,6,10.3,15.1,7.1,11.6,16.4,59,"Very Low",10944,"CO","Bent County, CO",31.4,35.1,47.184892294,50707,"Medium","Very High"
"Colorado","Boulder",44958,4.4,6,10.3,15.1,7.1,11.6,16.4,1261,"Low",2458,"CO","Boulder County, CO",31.4,35.1,48.030755027,44958,"Medium","High"
"Colorado","Broomfield",30401,3.9,6,10.3,15.1,7.1,11.6,16.4,201,"Very Low",570,"CO","Broomfield County/city, CO",31.4,35.1,47.184892294,30401,"Medium","Low"
"Colorado","Chaffee",81673,5.6,6,10.3,15.1,7.1,11.6,16.4,41422,"Medium",24,"CO","Chaffee County, CO",31.4,35.1,47.184892294,81673,"High","Very Low"
"Colorado","Cheyenne",73540,5.9,6,10.3,15.1,7.1,11.6,16.4,180,"Very Low",481,"CO","Cheyenne County, CO",31.4,35.1,47.184892294,73540,"High","Low"
"Colorado","Clear Creek",56194,4.4,6,10.3,15.1,7.1,11.6,16.4,832,"Very Low",209,"CO","Clear Creek County, CO",31.4,35.1,47.188190047,56194,"Medium","Very Low"
"Colorado","Conejos",45294,5.9,6,10.3,15.1,7.1,11.6,16.4,828,"Very Low",123,"CO","Conejos County, CO",31.4,35.1,47.184892294,45294,"Medium","Very Low"
"Colorado","Costilla",68755,6.2,6,10.3,15.1,7.1,11.6,16.4,5521,"Low",74,"CO","Costilla County, CO",31.4,35.1,47.184892294,68755,"High","Very Low"
"Colorado","Crowley",41165,8,6,10.3,15.1,7.1,11.6,16.4,39476,"Medium",97,"CO","Crowley County, CO",31.4,35.1,47.184892294,41165,"Medium","Very Low"
"Colorado","Custer",39514,5.3,6,10.3,15.1,7.1,11.6,16.4,2920,"Low",866,"CO","Custer County, CO",31.4,35.1,47.184892294,39514,"Medium","Moderate"
"Colorado","Delta",22614,7.1,6,10.3,15.1,7.1,11.6,16.4,699,"Very Low",32072,"CO","Delta County, CO",31.4,35.1,47.184892294,22614,"Low","Very High"
"Colorado","Denver",47761,4.6,6,10.3,15.1,7.1,11.6,16.4,2982,"Low",72,"CO","Denver County/city, CO",31.4,35.1,73.248028223,47761,"Medium","Very Low"
"Colorado","Dolores",42775,5.9,6,10.3,15.1,7.1,11.6,16.4,16238,"Medium",10400,"CO","Dolores County, CO",31.4,35.1,47.184892294,42775,"Medium","Very High"
"Colorado","Douglas",86823,3.7,6,10.3,15.1,7.1,11.6,16.4,89,"Very Low",3133,"CO","Douglas County, CO",31.4,35.1,46.864391795,86823,"High","High"
"Colorado","Eagle",39242,4.7,6,10.3,15.1,7.1,11.6,16.4,1409,"Low",646,"CO","Eagle County, CO",31.4,35.1,47.184892294,39242,"Medium","Low"
"Colorado","Elbert",83745,5.1,6,10.3,15.1,7.1,11.6,16.4,3957,"Low",23075,"CO","Elbert County, CO",31.4,35.1,47.184892294,83745,"High","Very High"
"Colorado","El Paso",88073,5.2,6,10.3,15.1,7.1,11.6,16.4,5370,"Low",1094,"CO","El Paso County, CO",31.4,35.1,43.255456586,88073,"High","Moderate"
"Colorado","Fremont",65795,7,6,10.3,15.1,7.1,11.6,16.4,3524,"Low",1986,"CO","Fremont County, CO",31.4,35.1,44.937251414,65795,"High","Moderate"
"Colorado","Garfield",54504,5.3,6,10.3,15.1,7.1,11.6,16.4,3555,"Low",424,"CO","Garfield County, CO",31.4,35.1,24.964005789,54504,"Medium","Low"
"Colorado","Gilpin",38348,4.7,6,10.3,15.1,7.1,11.6,16.4,323,"Very Low",727,"CO","Gilpin County, CO",31.4,35.1,47.187390797,38348,"Medium","Low"
"Colorado","Grand",57713,5.3,6,10.3,15.1,7.1,11.6,16.4,1280,"Low",696,"CO","Grand County, CO",31.4,35.1,47.184892294,57713,"Medium","Low"
"Colorado","Gunnison",55446,4.9,6,10.3,15.1,7.1,11.6,16.4,529,"Very Low",16,"CO","Gunnison County, CO",31.4,35.1,47.187382297,55446,"Medium","Very Low"
"Colorado","Hinsdale",55998,4.8,6,10.3,15.1,7.1,11.6,16.4,1155,"Low",229,"CO","Hinsdale County, CO",31.4,35.1,47.184892294,55998,"Medium","Very Low"
"Colorado","Huerfano",56132,5.9,6,10.3,15.1,7.1,11.6,16.4,2251,"Low",36,"CO","Huerfano County, CO",31.4,35.1,47.184892294,56132,"Medium","Very Low"
"Colorado","Jackson",54192,6.8,6,10.3,15.1,7.1,11.6,16.4,26839,"Medium",21743,"CO","Jackson County, CO",31.4,35.1,47.184892294,54192,"Medium","Very High"
"Colorado","Jefferson",44491,4.7,6,10.3,15.1,7.1,11.6,16.4,632,"Very Low",21,"CO","Jefferson County, CO",31.4,35.1,42.202044146,44491,"Medium","Very Low"
"Colorado","Kiowa",56988,6.7,6,10.3,15.1,7.1,11.6,16.4,1611,"Low",110,"CO","Kiowa County, CO",31.4,35.1,47.184892294,56988,"Medium","Very Low"
"Colorado","Kit Carson",68983,6.9,6,10.3,15.1,7.1,11.6,16.4,1484,"Low",364,"CO","Kit Carson County, CO",31.4,35.1,47.184892294,68983,"High","Low"
"Colorado","Lake",52433,4.8,6,10.3,15.1,7.1,11.6,16.4,1392,"Low",1987,"CO","Lake County, CO",31.4,35.1,47.184892294,52433,"Medium","Moderate"
"Colorado","La Plata",41368,5.1,6,10.3,15.1,7.1,11.6,16.4,101,"Very Low",11841,"CO","La Plata County, CO",31.4,35.1,39.631140534,41368,"Medium","Very High"
"Colorado","Larimer",43964,4.9,6,10.3,15.1,7.1,11.6,16.4,85452,"High",442,"CO","Larimer County, CO",31.4,35.1,47.722590498,43964,"Medium","Low"
"Colorado","Las Animas",61017,6.5,6,10.3,15.1,7.1,11.6,16.4,92542,"High",97,"CO","Las Animas County, CO",31.4,35.1,47.184892294,61017,"High","Very Low"
"Colorado","Lincoln",59762,7.1,6,10.3,15.1,7.1,11.6,16.4,15713,"Medium",473,"CO","Lincoln County, CO",31.4,35.1,47.184892294,59762,"Medium","Low"
"Colorado","Logan",42034,6.9,6,10.3,15.1,7.1,11.6,16.4,10537,"Medium",5192,"CO","Logan County, CO",31.4,35.1,47.184892294,42034,"Medium","High"
"Colorado","Mesa",32999,6.2,6,10.3,15.1,7.1,11.6,16.4,100433,"High",26,"CO","Mesa County, CO",31.4,35.1,42.656250857,32999,"Medium","Very Low"
"Colorado","Mineral",43592,4.5,6,10.3,15.1,7.1,11.6,16.4,23102,"Medium",402,"CO","Mineral County, CO",31.4,35.1,47.184892294,43592,"Medium","Low"
"Colorado","Moffat",48548,6.9,6,10.3,15.1,7.1,11.6,16.4,15039,"Medium",842,"CO","Moffat County, CO",31.4,35.1,47.184892294,48548,"Medium","Moderate"
"Colorado","Montezuma",64799,6.4,6,10.3,15.1,7.1,11.6,16.4,13043,"Medium",1323,"CO","Montezuma County, CO",31.4,35.1,47.182628547,64799,"High","Moderate"
"Colorado","Montrose",43079,6.1,6,10.3,15.1,7.1,11.6,16.4,113026,"High",796,"CO","Montrose County, CO",31.4,35.1,47.184892294,43079,"Medium","Moderate"
"Colorado","Morgan",46985,6.5,6,10.3,15.1,7.1,11.6,16.4,21961,"Medium",468,"CO","Morgan County, CO",31.4,35.1,47.184892294,46985,"Medium","Low"
"Colorado","Otero",45861,7.2,6,10.3,15.1,7.1,11.6,16.4,63059,"High",186,"CO","Otero County, CO",31.4,35.1,47.184892294,45861,"Medium","Very Low"
"Colorado","Ouray",47071,4.4,6,10.3,15.1,7.1,11.6,16.4,28006,"Medium",588,"CO","Ouray County, CO",31.4,35.1,47.184892294,47071,"Medium","Low"
"Colorado","Park",39482,5.2,6,10.3,15.1,7.1,11.6,16.4,107307,"High",62,"CO","Park County, CO",31.4,35.1,47.184892294,39482,"Medium","Very Low"
"Colorado","Phillips",75140,6.7,6,10.3,15.1,7.1,11.6,16.4,107307,"High",1089,"CO","Phillips County, CO",31.4,35.1,47.184892294,75140,"High","Moderate"
"Colorado","Pitkin",54055,3.9,6,10.3,15.1,7.1,11.6,16.4,50668,"High",253,"CO","Pitkin County, CO",31.4,35.1,44.416663414,54055,"Medium","Very Low"
"Colorado","Prowers",43704,7,6,10.3,15.1,7.1,11.6,16.4,4187,"Low",5812,"CO","Prowers County, CO",31.4,35.1,49.741539744,43704,"Medium","High"
"Colorado","Pueblo",172065,5.9,6,10.3,15.1,7.1,11.6,16.4,24383,"Medium",147,"CO","Pueblo County, CO",31.4,35.1,47.709636107,172065,"High","Very Low"
"Colorado","Rio Blanco",41074,6.6,6,10.3,15.1,7.1,11.6,16.4,4636,"Low",357,"CO","Rio Blanco County, CO",31.4,35.1,38.450979026,41074,"Medium","Low"
"Colorado","Rio Grande",43256,5.6,6,10.3,15.1,7.1,11.6,16.4,68879,"High",1174,"CO","Rio Grande County, CO",31.4,35.1,47.184892294,43256,"Medium","Moderate"
